unix_time,frame_ts_us,id,cx,cy,vx,vy,bx,by,pbx,pby,w,h,processing_time
1763666219.2872164,2415000,5,256.561767578125,322.8478698730469,-3.8230214,-92.1276,12,16,12,15,36,62,0.0
1763666219.3168542,2445000,1,129.70826721191406,255.2518768310547,-27.597225,48.23825,6,12,6,13,41,54,0.0
1763666219.3168542,2445000,2,324.76470947265625,264.1619567871094,18.720139,54.54919,16,13,16,13,37,59,0.0
1763666219.3168542,2445000,3,449.2340393066406,340.3371887207031,-60.726185,12.811043,22,17,22,17,52,46,0.0
1763666219.3168542,2445000,4,104.05915069580078,411.9856872558594,-45.41045,24.936499,5,20,4,20,52,53,0.0
1763666219.3168542,2445000,5,256.376220703125,320.81011962890625,-5.8380404,-64.11571,12,16,12,15,36,60,0.0
1763666219.354075,2480000,1,128.4147186279297,256.6822204589844,-35.945698,39.74702,6,12,6,13,43,55,0.0
1763666219.354075,2480000,2,325.155029296875,266.154296875,10.846379,55.364025,16,13,16,13,36,59,0.0
1763666219.354075,2480000,3,446.6355895996094,340.31524658203125,-72.20687,-0.6097378,22,17,21,17,54,46,0.0
1763666219.354075,2480000,4,102.02865600585938,413.524169921875,-56.424282,42.752037,5,20,4,20,53,55,0.0
1763666219.354075,2480000,5,256.2488098144531,318.245361328125,-3.54055,-71.27064,12,15,12,15,36,61,0.0
1763666219.3857365,2515000,1,127.01361083984375,258.4584655761719,-42.218685,53.522457,6,12,6,13,42,56,0.0
1763666219.3857365,2515000,2,325.4941711425781,268.0029296875,10.219144,55.70367,16,13,16,13,36,60,0.0
1763666219.3857365,2515000,3,444.83892822265625,340.2376403808594,-54.13765,-2.338458,22,17,21,16,53,46,0.0
1763666219.3857365,2515000,4,100.05618286132812,415.00177001953125,-59.435272,44.52358,5,20,4,21,52,56,0.0
1763666219.3857365,2515000,5,256.0657958984375,315.533935546875,-5.5146413,-81.70166,12,15,12,15,36,61,0.0
1763666219.4183512,2545000,1,126.03845977783203,259.9390563964844,-31.294369,47.514847,6,12,6,13,41,58,0.0
1763666219.4183512,2545000,2,325.9170837402344,269.3693542480469,13.572033,43.851044,16,13,16,13,36,63,0.0
1763666219.4183512,2545000,3,443.2784118652344,340.18731689453125,-50.079803,-1.614972,22,17,21,16,52,46,0.0
1763666219.4183512,2545000,4,98.56007385253906,416.2384948730469,-48.012856,39.688747,4,20,4,21,52,59,0.0
1763666219.4183512,2545000,5,255.94679260253906,313.42431640625,-3.8190317,-67.70151,12,15,12,15,36,59,0.0
1763666219.4542086,2580000,1,124.87018585205078,261.5720520019531,-32.414474,45.30846,6,13,6,13,42,58,0.0
1763666219.4542086,2580000,2,326.0614013671875,271.09393310546875,4.004181,47.849495,16,13,16,13,35,63,0.0
1763666219.4542086,2580000,3,441.372802734375,339.89984130859375,-52.872288,-7.976186,22,16,21,16,51,44,0.0
1763666219.4542086,2580000,4,96.89283752441406,417.8338317871094,-46.25849,44.263596,4,20,4,21,50,60,0.0
1763666219.4542086,2580000,5,255.80886840820312,310.6828308105469,-3.826791,-76.06419,12,15,12,14,36,58,0.0
1763666219.484195,2615000,1,123.496826171875,263.2832946777344,-43.30653,53.961086,6,13,5,13,42,60,0.0
1763666219.484195,2615000,2,325.9920959472656,273.2304382324219,-2.185427,67.371,16,13,16,14,35,64,0.0
1763666219.484195,2615000,3,438.901123046875,339.4319763183594,-77.940155,-14.753316,21,16,21,16,51,46,0.0
1763666219.484195,2615000,4,95.16336059570312,419.353759765625,-54.53607,47.928307,4,20,4,21,48,62,0.0
1763666219.484195,2615000,5,255.58872985839844,308.2831115722656,-6.9416895,-75.671005,12,15,12,14,37,58,0.0
1763666219.5184746,2645000,1,122.51661682128906,264.6184997558594,-30.040817,40.920494,6,13,5,13,41,61,0.0
1763666219.5184746,2645000,2,326.1501770019531,274.5501708984375,4.844765,40.446304,16,13,16,14,35,66,0.0
1763666219.5184746,2645000,3,437.17333984375,339.0225830078125,-52.951973,-12.546819,21,16,21,16,50,47,0.0
1763666219.5184746,2645000,4,93.93572235107422,420.4097595214844,-37.623856,32.36359,4,21,4,21,47,61,0.0
1763666219.5184746,2645000,5,255.4615936279297,306.63861083984375,-3.8963883,-50.399586,12,15,12,14,37,57,0.0
1763666219.5565495,2680000,1,121.02791595458984,267.063720703125,-41.479427,68.13079,6,13,5,13,41,62,0.0
1763666219.5565495,2680000,2,326.0911865234375,276.95843505859375,-1.643642,67.10107,16,13,16,14,36,68,0.0
1763666219.5565495,2680000,3,435.1383361816406,338.6809997558594,-56.70097,-9.517478,21,16,21,16,51,46,0.0
1763666219.5565495,2680000,4,91.70731353759766,423.6596984863281,-62.089787,90.55251,4,21,4,21,47,69,0.0
1763666219.5565495,2680000,5,255.29403686523438,304.2270812988281,-4.6686063,-67.19205,12,15,12,14,36,59,0.0
1763666219.586447,2715000,1,120.05104064941406,268.8008728027344,-30.435453,54.122578,6,13,5,13,41,62,0.0
1763666219.586447,2715000,2,325.86700439453125,279.3321228027344,-6.9846015,73.95444,16,13,16,14,36,65,0.0
1763666219.586447,2715000,3,432.8944396972656,338.4850158691406,-69.91067,-6.106059,21,16,21,16,50,46,0.0
1763666219.586447,2715000,4,90.60602569580078,425.5174560546875,-34.31164,57.880154,4,21,4,21,46,67,0.0
1763666219.586447,2715000,5,255.13319396972656,301.70379638671875,-5.011209,-78.61527,12,15,12,14,36,58,0.0
1763666219.620345,2745000,1,118.96320343017578,270.6118469238281,-33.317173,55.464672,5,13,5,13,41,61,0.0
1763666219.620345,2745000,2,325.7395324707031,281.0224609375,-3.9040804,51.769955,16,14,16,14,36,63,0.0
1763666219.620345,2745000,3,431.2337341308594,338.3292236328125,-50.8624,-4.771446,21,16,21,16,50,46,0.0
1763666219.620345,2745000,4,89.66009521484375,427.7879333496094,-28.970997,69.537865,4,21,4,21,45,68,0.0
1763666219.620345,2745000,5,255.09104919433594,300.06439208984375,-1.2907673,-50.210007,12,15,12,14,36,58,0.0
1763666219.6538875,2780000,1,117.91851043701172,272.5561218261719,-29.767391,55.4,5,13,5,14,41,62,0.0
1763666219.6538875,2780000,2,325.5306396484375,283.1808166503906,-5.9521737,61.5,16,14,16,14,35,64,0.0
1763666219.6538875,2780000,3,429.2074890136719,338.18731689453125,-57.735653,-4.0434785,21,16,21,16,50,46,0.0
1763666219.6538875,2780000,4,88.83116912841797,429.718994140625,-23.619349,55.02348,4,21,4,21,44,70,0.0
1763666219.6538875,2780000,5,255.1119384765625,298.1801452636719,0.5952174,-53.689564,12,14,12,14,36,57,0.0
1763666219.687228,2815000,1,117.03140258789062,274.48150634765625,-26.87352,58.326458,5,13,5,14,40,64,0.0
1763666219.687228,2815000,2,325.25,285.25872802734375,-8.501532,62.947014,16,14,16,14,36,64,0.0
1763666219.687228,2815000,3,426.6572570800781,338.5519714355469,-77.25521,11.046629,21,16,20,17,51,47,0.0
1763666219.687228,2815000,4,88.10082244873047,431.5831298828125,-22.12469,56.471024,4,21,4,22,44,70,0.0
1763666219.687228,2815000,5,255.294677734375,296.44091796875,5.5357947,-52.687122,12,14,12,14,36,58,0.0
1763666219.718859,2845000,1,115.93546295166016,276.4170837402344,-35.00677,61.826683,5,13,5,14,40,64,0.0
1763666219.718859,2845000,2,325.008056640625,286.8981628417969,-7.728214,52.367226,16,14,16,14,36,65,0.0
1763666219.718859,2845000,3,424.6969909667969,338.6263122558594,-62.615295,2.3746126,21,16,20,16,50,46,0.0
1763666219.718859,2845000,4,86.57612609863281,434.2549133300781,-48.70222,85.34276,4,21,3,22,44,69,0.0
1763666219.718859,2845000,5,255.28741455078125,294.6135559082031,-0.23200238,-58.370045,12,14,12,14,35,57,0.0
1763666219.7569232,2880000,1,114.82843017578125,278.23388671875,-29.322775,48.12297,5,13,5,14,40,63,0.0
1763666219.7569232,2880000,2,324.7327880859375,288.7447509765625,-7.2912364,48.91191,16,14,16,14,35,65,0.0
1763666219.7569232,2880000,3,422.77056884765625,338.9087829589844,-51.02653,7.482005,21,16,20,17,50,47,0.0
1763666219.7569232,2880000,4,85.42086791992188,436.3147888183594,-30.600155,54.561405,4,21,4,22,44,66,0.0
1763666219.7569232,2880000,5,255.38438415527344,292.3791198730469,2.5685039,-59.185116,12,14,12,14,35,58,0.0
1763666219.7850115,2915000,1,113.82392883300781,280.8239440917969,-33.068443,85.26535,5,14,5,14,40,64,0.0
1763666219.7850115,2915000,2,324.4403381347656,291.0111083984375,-9.627527,74.60907,16,14,16,15,36,65,0.0
1763666219.7850115,2915000,3,420.7991638183594,339.3669128417969,-64.89916,15.081753,21,16,20,17,50,47,0.0
1763666219.7850115,2915000,4,84.0236587524414,438.0605773925781,-45.996483,57.471806,4,21,3,22,47,65,0.0
1763666219.7850115,2915000,5,255.5179443359375,290.011962890625,4.3968353,-77.927414,12,14,12,13,35,58,0.0
1763666219.8179038,2945000,1,112.89691162109375,283.1109619140625,-29.170921,71.96675,5,14,5,14,40,67,0.0
1763666219.8179038,2945000,2,324.0128479003906,293.32977294921875,-13.452052,72.96259,16,14,16,15,37,68,0.0
1763666219.8179038,2945000,3,418.56781005859375,339.7643737792969,-70.21514,12.507105,20,16,20,17,49,49,0.0
1763666219.8179038,2945000,4,82.83323669433594,439.3973693847656,-37.459614,42.06551,4,21,3,22,49,64,0.0
1763666219.8179038,2945000,5,255.62733459472656,287.4234619140625,3.4422388,-81.453674,12,14,12,13,35,58,0.0
1763666219.8541331,2980000,1,112.51178741455078,284.69158935546875,-10.892961,44.70691,5,14,5,14,39,67,0.0
1763666219.8541331,2980000,2,323.7133483886719,295.2409362792969,-8.4711275,54.055878,16,14,16,15,36,66,0.0
1763666219.8541331,2980000,3,416.7935791015625,340.5509338378906,-50.182842,22.247284,20,17,20,17,46,48,0.0
1763666219.8541331,2980000,4,82.00967407226562,440.2291564941406,-23.293875,23.526499,4,22,3,22,47,62,0.0
1763666219.8541331,2980000,5,255.67462158203125,285.2029724121094,1.3374783,-62.804943,12,14,12,13,36,58,0.0
1763666219.8869076,3015000,1,111.93985748291016,287.20025634765625,-17.629904,77.330376,5,14,5,14,39,67,0.0
1763666219.8869076,3015000,2,323.4319763183594,297.4636535644531,-8.673374,68.51589,16,14,16,15,36,67,0.0
1763666219.8869076,3015000,3,415.02874755859375,341.48529052734375,-54.401436,28.801811,20,17,20,17,46,50,0.0
1763666219.8869076,3015000,4,81.01238250732422,440.3052673339844,-30.741796,2.3461382,4,22,3,22,46,58,0.0
1763666219.8869076,3015000,5,255.69866943359375,282.7961730957031,0.74128187,-74.19028,12,14,12,13,36,58,0.0
1763666219.918367,3045000,1,111.46604919433594,289.10479736328125,-14.913258,59.946,5,14,5,14,38,66,0.0
1763666219.918367,3045000,2,322.85845947265625,299.71197509765625,-18.051615,70.766594,16,14,16,15,36,65,0.0
1763666219.918367,3045000,3,413.6606750488281,342.40911865234375,-43.060493,29.077766,20,17,20,17,44,50,0.0
1763666219.918367,3045000,4,80.0684814453125,440.1230163574219,-29.709568,-5.736404,4,22,3,21,45,55,0.0
1763666219.918367,3045000,5,255.1575927734375,280.2557373046875,-17.03055,-79.960976,12,14,12,13,35,57,0.0
1763666219.95339,3080000,1,111.23040771484375,290.5887451171875,-6.5584946,41.301994,5,14,5,14,38,67,0.0
1763666219.95339,3080000,2,322.2507019042969,301.7795715332031,-16.91542,57.546406,16,15,15,15,36,64,0.0
1763666219.95339,3080000,3,411.9033508300781,343.41168212890625,-48.910748,27.90386,20,17,20,17,48,51,0.0
1763666219.95339,3080000,4,79.19607543945312,439.4444580078125,-24.281252,-18.885984,3,21,3,21,44,57,0.0
1763666219.95339,3080000,5,254.8418731689453,278.4509582519531,-8.78727,-50.231537,12,13,12,13,36,56,0.0
1763666219.985529,3115000,1,110.60787963867188,292.7568359375,-19.473114,67.8194,5,14,5,15,39,67,0.0
1763666219.985529,3115000,2,321.1626892089844,304.1756591796875,-34.0338,74.9513,16,15,15,15,38,62,0.0
1763666219.985529,3115000,3,409.67437744140625,344.6199951171875,-69.72385,37.796875,20,17,19,17,48,52,0.0
1763666219.985529,3115000,4,78.68257141113281,437.5521545410156,-16.062765,-59.192577,3,21,3,21,40,60,0.0
1763666219.985529,3115000,5,254.65426635742188,275.8883972167969,-5.8684726,-80.15871,12,13,12,13,37,57,0.0
1763666220.0183277,3145000,1,110.0257797241211,294.97625732421875,-18.181644,69.32269,5,14,5,15,38,67,0.0
1763666220.0183277,3145000,2,320.4659118652344,305.9728698730469,-21.763546,56.135117,16,15,15,15,39,63,0.0
1763666220.0183277,3145000,3,407.8125915527344,345.593017578125,-58.152096,30.391945,20,17,19,17,47,51,0.0
1763666220.0183277,3145000,4,78.4288330078125,435.4140625,-7.9254117,-66.7824,3,21,3,21,40,61,0.0
1763666220.0183277,3145000,5,254.05531311035156,273.6991271972656,-18.708052,-68.38092,12,13,12,13,37,56,0.0
1763666220.054736,3180000,1,109.71868896484375,296.96441650390625,-8.583733,55.572582,5,14,5,15,39,67,0.0
1763666220.054736,3180000,2,319.9407653808594,307.5781555175781,-14.678778,44.870586,15,15,15,15,38,62,0.0
1763666220.054736,3180000,3,406.1213684082031,346.7643737792969,-47.272694,32.74149,20,17,19,17,46,52,0.0
1763666220.054736,3180000,4,78.62086486816406,433.3135681152344,5.367632,-58.71255,3,21,3,21,41,63,0.0
1763666220.054736,3180000,5,253.6326904296875,271.9880065917969,-11.813055,-47.82886,12,13,12,13,37,54,0.0
1763666220.0861764,3215000,1,109.57357025146484,299.7350158691406,-4.4756613,85.449104,5,14,5,15,39,67,0.0
1763666220.0861764,3215000,2,319.0428161621094,309.20269775390625,-27.69399,50.10312,15,15,15,15,40,62,0.0
1763666220.0861764,3215000,3,403.95172119140625,347.9438171386719,-66.91491,36.37566,20,17,19,17,48,51,0.0
1763666220.0861764,3215000,4,78.27067565917969,430.8214416503906,-10.800318,-76.86061,3,21,3,20,40,64,0.0
1763666220.0861764,3215000,5,252.42666625976562,269.6703796386719,-37.195446,-71.478806,12,13,12,12,37,54,0.0
1763666220.1200128,3245000,1,109.34675598144531,301.8785095214844,-7.106463,67.15917,5,15,5,15,38,66,0.0
1763666220.1200128,3245000,2,318.08758544921875,311.4208984375,-29.928946,69.49986,15,15,15,16,41,63,0.0
1763666220.1200128,3245000,3,402.2071838378906,348.7385559082031,-54.659218,24.900469,20,17,19,17,48,50,0.0
1763666220.1200128,3245000,4,78.03638458251953,428.6788024902344,-7.3407235,-67.1324,3,21,3,20,40,63,0.0
1763666220.1200128,3245000,5,251.15118408203125,267.6659240722656,-39.962948,-62.80288,12,13,12,12,39,53,0.0
1763666220.1542294,3280000,1,109.00470733642578,304.0315856933594,-9.463617,59.57015,5,15,5,15,38,66,0.0
1763666220.1542294,3280000,2,317.1669006347656,313.25665283203125,-25.473011,50.79066,15,15,15,16,41,63,0.0
1763666220.1542294,3280000,3,400.2667236328125,349.45831298828125,-53.687607,19.91385,20,17,19,17,51,50,0.0
1763666220.1542294,3280000,4,77.52959442138672,425.964599609375,-14.021597,-75.0951,3,21,3,20,41,62,0.0
1763666220.1542294,3280000,5,249.52529907226562,265.69635009765625,-44.984108,-54.49311,12,13,12,12,41,54,0.0
1763666220.1839545,3315000,1,109.00264739990234,306.15838623046875,-0.06556432,67.69248,5,15,5,15,37,68,0.0
1763666220.1839545,3315000,2,316.2053527832031,315.0832824707031,-30.604452,58.13855,15,15,15,16,40,61,0.0
1763666220.1839545,3315000,3,398.4293518066406,349.9286804199219,-58.480457,14.9710045,19,17,19,17,52,50,0.0
1763666220.1839545,3315000,4,76.83442687988281,423.59857177734375,-22.126015,-75.30669,3,21,3,20,41,63,0.0
1763666220.1839545,3315000,5,248.75624084472656,264.6813659667969,-24.47783,-32.305237,12,13,12,12,42,53,0.0
1763666220.2195346,3345000,1,109.26927947998047,308.67095947265625,8.147455,76.7765,5,15,5,16,38,67,0.0
1763666220.2195346,3345000,2,315.13409423828125,316.50177001953125,-32.734364,43.344612,15,15,15,16,40,62,0.0
1763666220.2195346,3345000,3,396.74017333984375,350.5141296386719,-51.616093,17.889524,19,17,19,17,52,49,0.0
1763666220.2195346,3345000,4,76.51264953613281,421.823486328125,-9.832524,-54.241146,3,21,3,20,41,62,0.0
1763666220.2195346,3345000,5,247.1898651123047,262.9914245605469,-47.863617,-51.639404,12,13,12,12,43,53,0.0
1763666220.2558153,3380000,1,109.74246978759766,310.91607666015625,13.095602,62.133904,5,15,5,16,39,65,0.0
1763666220.2558153,3380000,2,314.09173583984375,318.50421142578125,-28.847403,55.417824,15,15,15,16,40,63,0.0
1763666220.2558153,3380000,3,395.0122985839844,350.9091491699219,-47.819157,10.932216,19,17,19,17,53,48,0.0
1763666220.2558153,3380000,4,75.77462768554688,419.7173767089844,-20.424849,-58.286854,3,20,3,20,42,60,0.0
1763666220.2558153,3380000,5,245.44586181640625,261.508544921875,-48.265514,-41.038883,12,13,11,12,45,52,0.0
1763666220.2855155,3415000,1,110.89642333984375,313.1042175292969,36.6633,69.52139,5,15,5,16,43,62,0.0
1763666220.2855155,3415000,2,312.826171875,321.0149841308594,-40.209373,79.772026,15,16,15,16,40,64,0.0
1763666220.2855155,3415000,3,392.2560729980469,351.93060302734375,-87.570526,32.45353,19,17,18,17,51,48,0.0
1763666220.2855155,3415000,4,74.20401000976562,417.3402099609375,-49.90151,-75.52711,3,20,3,20,43,58,0.0
1763666220.2855155,3415000,5,243.071533203125,260.3702697753906,-75.436935,-36.165165,12,13,11,12,51,49,0.0
1763666220.3166711,3445000,1,111.56483459472656,314.4743957519531,20.900734,42.84448,5,15,5,16,42,63,0.0
1763666220.3166711,3445000,2,311.9778137207031,322.83355712890625,-26.527544,56.865456,15,16,15,16,40,62,0.0
1763666220.3166711,3445000,3,390.3205261230469,352.87274169921875,-60.523144,29.459991,19,17,19,17,50,48,0.0
1763666220.3166711,3445000,4,73.45899963378906,415.83782958984375,-23.295933,-46.978344,3,20,3,20,44,56,0.0
1763666220.3166711,3445000,5,241.25303649902344,259.7869873046875,-56.86307,-18.23882,12,12,11,12,51,48,0.0
1763666220.3539443,3480000,1,112.3913345336914,316.0050964355469,22.931595,42.469944,5,15,5,16,43,63,0.0
1763666220.3539443,3480000,2,311.061767578125,324.6981201171875,-25.416092,51.733097,15,16,15,16,40,64,0.0
1763666220.3539443,3480000,3,388.7332458496094,353.7183532714844,-44.03977,23.461855,19,17,19,17,51,49,0.0
1763666220.3539443,3480000,4,72.4696044921875,414.0372314453125,-27.45119,-49.958366,3,20,3,20,44,54,0.0
1763666220.3539443,3480000,5,239.5295867919922,259.18701171875,-47.81785,-16.64658,11,12,11,12,51,47,0.0
1763666220.3851674,3515000,1,113.1484146118164,317.7679748535156,23.561975,54.864605,5,15,5,16,42,62,0.0
1763666220.3851674,3515000,2,310.09173583984375,326.3843078613281,-30.189495,52.477825,15,16,15,16,40,63,0.0
1763666220.3851674,3515000,3,386.8837585449219,354.6729736328125,-57.560062,29.70986,19,17,18,17,51,50,0.0
1763666220.3851674,3515000,4,71.31965637207031,411.7666931152344,-35.788883,-70.664085,3,20,3,20,44,57,0.0
1763666220.3851674,3515000,5,237.7785186767578,259.06591796875,-54.497044,-3.7687006,11,12,11,12,52,44,0.0
1763666220.4178498,3545000,1,114.06266021728516,319.718017578125,28.22565,60.20398,5,15,5,16,43,64,0.0
1763666220.4178498,3545000,2,308.7767028808594,328.573974609375,-40.599224,67.60193,15,16,15,16,41,61,0.0
1763666220.4178498,3545000,3,384.59466552734375,355.9621276855469,-70.67153,39.80026,19,17,18,18,50,49,0.0
1763666220.4178498,3545000,4,70.48906707763672,409.27642822265625,-25.642916,-76.88235,3,20,3,19,43,58,0.0
1763666220.4178498,3545000,5,235.35821533203125,258.7088928222656,-74.72241,-11.022494,11,12,11,12,51,43,0.0
1763666220.4589143,3580000,1,115.24524688720703,321.691162109375,33.399063,55.726295,5,16,6,16,43,63,0.0
1763666220.4589143,3580000,2,307.6627502441406,330.42156982421875,-31.460672,52.180485,15,16,15,16,41,61,0.0
1763666220.4589143,3580000,3,382.84112548828125,357.3092346191406,-49.524143,38.045506,19,17,18,18,47,51,0.0
1763666220.4589143,3580000,4,69.8282699584961,407.24798583984375,-18.662483,-57.28804,3,20,3,19,43,58,0.0
1763666220.4589143,3580000,5,233.67935180664062,258.4176940917969,-47.4151,-8.224145,11,12,11,12,52,40,0.0
1763666220.486844,3610000,1,116.34849548339844,324.0267639160156,35.68704,75.550255,5,16,6,16,42,64,0.0
1763666220.486844,3610000,2,306.42138671875,332.87701416015625,-40.154675,79.426834,15,16,15,17,41,63,0.0
1763666220.486844,3610000,3,380.8016052246094,358.8486328125,-65.97284,49.795273,19,17,18,18,44,52,0.0
1763666220.486844,3610000,4,69.25675964355469,405.44207763671875,-18.486778,-58.416134,3,20,3,19,42,57,0.0
1763666220.486844,3610000,5,231.1929473876953,258.07373046875,-80.42831,-11.126271,11,12,10,12,50,39,0.0
